label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
6	-404 kg	0.4696	RAT	Stockton	109	-203	-363	-0.2101	0.0882	Eriq	0.0288	Lise	-375	337 N
5	428 kg	-0.871	hamster	Oakland, San Bernardino, Anaheim	506	224	-1287	-0.361	-1.7309	Sam	-0.1003	Reilly	2523	94 N
9	624 kg	-0.6425	bird	Fremont	379	1597	1138	0.6203	0.7691	Chris	-1.3159	Andrew	878	244 N
5	-1292 kg	1.4874	hamster	Oakland, Anaheim, San Diego, Modesto	371	-260	-613	0.9621	0.5949	Lise	-1.1421	Reilly	415	372 N
5	-292 kg	1.9398	hamster	Anaheim, Modesto	122	-248	367	1.2011	0.8059	Lise	0.6015	Reilly	-28	1070 N
4	122 kg	-0.3823	ferret	Riverside	861	318	2230	0.3652	0.2432	Lise	-0.3088	Sam	1186	1241 N
6	2036 kg	0.6307	rat	Stockton	238	894	720	0.8456	0.5214	Eriq	1.7104	Michael	1265	1458 N
1	1328 kg	1.7807	fish	Bakersfield	-12	-994	101	-0.4285	2.7867	Michael	1.085	Vani	843	189 N
6	1355 kg	-0.0967	rat	Stockton	317	-384	3222	0.3679	0.4967	Sam	0.4389	Michael	713	-239 N
5	389 kg	-1.4174	hamster	Anaheim, San Bernardino, Oakland	371	-309	-57	0.4529	0.5315	Lise	1.7436	Reilly	496	812 N
2	445 kg	-0.4673	chicken	Bakersfield	-655	1879	1665	1.618	2.4021	Reilly	-0.3496	Fabrice	-953	1925 N
1	740 kg	0.8703	fish	Fresno	1278	757	-116	0.3834	-0.2705	Michael	0.6985	Vani	911	-569 N
4	-159 kg	2.1775	ferret	RIVERSIDE	134	-1040	526	1.1462	1.1429	Vani	-0.5509	Chris	1979	-486 N
7	757 kg	1.4871	reptile	Chula Vista	82	944	2178	2.2425	1.1571	Chris	0.0201	Tony	205	641 N
9	1794 kg	4.4185	bird	Fremont	416	1174	1464	0.3142	-0.7328	Vani	0.538	Fabrice	2379	-298 N
0	927 kg	0.9067	cat	Sacramento	408	714	1449	0.2727	-0.0245	Fabrice	1.1185	Lise	-1106	2406 N
5	194 kg	-1.0736	?	San Diego	-326	215	-1639	-0.468	-1.1997	Lise	-0.9819	Reilly	1635	587 N
0	1329 kg	0.3374	cat	Sacramento	870	1073	392	0.3041	-0.4686	Fabrice	1.3396	Lise	10	96 N
7	1076 kg	2.4597	dog	Chula Vista	-437	197	824	0.32	1.3457	Chris	1.3792	Tony	-388	-731 N
2	918 kg	1.7815	chicken	Bakersfield	979	-278	587	0.5422	-0.9233	Inan	-1.1485	Lise	-1072	882 N
0	787 kg	2.0782	cat	Sacramento	197	431	-561	-0.2375	1.3032	Fabrice	0.554	Lise	212	69 N
5	630 kg	-0.1244	hamster	Oakland, San Bernardino	456	82	632	0.1725	-0.5605	Lise	0.2312	Reilly	-102	712 N
0	905 kg	-1.2219	cat	Sacramento	-466	1859	-1210	0.2304	1.8113	Fabrice	0.7993	Lise	598	9 N
6	371 kg	0.3009	rat	Stockton	1445	-1407	1319	N/A	1.4163	Michael	0.3202	Michael	1044	910 N
1	1690 kg	0.2346	fish	Fresno	1794	-114	159	0.289	0.5095	Michael	0.2471	Vani	37	934 N
4	253 kg	-0.9573	ferret	Riverside	362	269	-258	0.3086	-0.6209	Vani	0.6069	Sam	635	-46 N
4	700 kg	0.7037	ferret	Riverside	1002	1876	1173	0.1541	1.0878	Vani	1.3261	Sam	1565	1339 N
9	845 kg	0.2533	guinea pig	Fremont	299	624	514	0.9217	-0.0239	tony	2.5876	Chris	660	-617 N
1	291 kg	-0.5198	fish	Fresno	-470	-584	-1176	0.8575	-1.0226	Michael	0.1089	Vani	-3	820 N
9	0 kg	-1.554	bird	Fremont	417	-163	549	0.6087	-0.795	Tony	0.9086	Andrew	503	225 N
0	1123 kg	0.9692	cat	Sacramento	1063	-217	249	0.2527	0.0434	fabrice	1.1818	Lise	731	954 N
9	550 kg	0.0258	guinea pig	Fremont	974	1823	323	0.3038	0.0832	Tony	0.4916	Andrew	1087	1549 N
5	731 kg	-0.2998	hamster	San Diego, San Bernardino, Anaheim	-644	-997	-1151	0.7358	1.2759	Lise	-0.0327	Reilly	614	1120 N
9	509 kg	0.1954	bird	Fremont	874	47	1653	0.8372	-0.9362	Tony	1.3141	Andrew	508	489 N
3	140 kg	0.2281	pig	San Jose	1395	1628	331	0.3945	1.1302	Andrew	1.6235	Chris	292	1612 N
1	1070 kg	1.2665	fish	Fresno	284	1502	2040	1.5452	-1.4851	Michael	1.6732	Vani	-415	933 N
5	2548 kg	0.2266	hamster	San Diego	1237	-1176	-412	N/A	-1.8371	Lise	1.8096	Chris	2011	202 N
4	279 kg	1.0042	ferret	Riverside	-155	1526	147	0.9496	2.1354	Vani	1.2043	Sam	23	1012 N
2	994 kg	0.7836	chicken	None	1392	1168	-754	0.4631	-0.9458	Inan	-0.8762	Fabrice	-1048	909 N
2	1012 kg	1.6838	chicken	Bakersfield	973	1040	2691	1.7017	0.3872	Inan	0.966	Fabrice	983	1068 N
5	979 kg	0.7379	hamster	San Diego, San Bernardino, Anaheim, Oakland	111	1432	476	-0.0285	-0.5912	Lise	-0.0454	Reilly	1152	589 N
6	1844 kg	2.2365	rat	Oakland, San Bernardino, Modesto, Anaheim	1035	-574	1875	1.0789	0.0242	Eriq	0.5725	Michael	1250	624 N
7	-61 kg	1.4332	dog	Santa Ana	1443	552	1406	-0.5102	1.0769	Lise	0.3199	Tony	1250	-548 N
6	-385 kg	1.6987	rat	Stockton	-162	656	493	1.0761	-0.1557	Eriq	0.5755	Michael	1228	586 N
0	N/A	0.3423	cat	Sacramento	513	26	187	0.22	-0.7896	Inan	0.6386	Inan	1107	-264 N
1	841 kg	0.5396	fish	Riverside	990	227	1902	-0.3463	0.2025	Michael	-0.3959	VANI	1141	-463 N
7	1499 kg	1.9003	reptile	Santa Ana	487	1687	693	0.0713	0.2209	Chris	1.5243	Tony	-135	214 N
6	-577 kg	1.6016	rat	Stockton	150	1720	2212	0.651	2.029	Eriq	0.036	MICHAEL	3694	1825 N
7	-117 kg	-0.6612	reptile	?	518	-1531	1473	-0.3613	0.9276	Tony	0.9937	Tony	-88	890 N
7	202 kg	0.6532	reptile	Chula Vista	172	-24	1914	1.6602	1.415	Chris	0.8365	Lise	189	1021 N
3	1132 kg	2.5303	pig	San Francisco, San Jose	1076	2049	487	0.6946	0.6204	?	1.2097	Inan	1552	944 N
4	103 kg	1.8944	ferret	rIVERSIDE	-167	2872	1881	0.9814	1.6942	Vani	0.2627	Sam	819	1293 N
1	789 kg	-0.3728	fish	Fresno	-519	-1254	-191	0.8082	-0.7755	Michael	1.3706	Vani	679	398 N
5	528 kg	1.7327	hamster	Anaheim, San Bernardino	1843	769	128	0.4058	0.3615	Lise	0.7273	Reilly	1744	57 N
5	609 kg	0.2631	hamster	Irvine, San Francisco, Long Beach	728	583	-664	-0.1087	-1.2142	Lise	-0.3457	Reilly	63	445 N
7	590 kg	-0.4886	REPTILE	Chula Vista	440	-394	-238	1.7381	-0.1912	Chris	0.2334		766	540 N
4	447 kg	0.6428	ferret	Riverside	357	153	2830	1.3376	1.1498	Vani	2.0378	Sam	541	7 N
8	308 kg	1.2319	RABBIT	Stockton	366	-671	-415	0.5572	-1.1624	Reilly	-1.0079	Vani	52	-76 N
7	262 kg	2.0154	reptile	Santa Ana	1310	2010	735	0.3608	-1.2247	Chris	0.5905	Reilly	945	152 N
1	806 kg	0.3278	fish	Anaheim, San Bernardino	973	1026	2783	0.249	-0.6326	Michael	1.4867	Vani	1756	-473 N
8	390 kg	1.3842	rabbit	moreno valley, santa clarita	77	1069	224	1.0409	0.6278	Reilly	0.2242	Eriq	1213	-697 N
7	813 kg	2.9542	dog	Chula Vista	442	1947	482	1.9669	-0.6969	Chris	2.0102	Tony	230	40 N
3	1446 kg	1.175	pig	San Jose, San Francisco, Long Beach	25	1349	686	-0.5669	0.8337	Andrew	0.2856	inan	-293	498 N
9	532 kg	1.2475	bird	Fremont	1018	-930	1565	0.6912	-0.5921	Tony	1.3915	Andrew	-288	1528 N
4	None	1.2719	cat	Long Beach, Irvine, San Francisco	1462	674	1440	0.6572	-0.227	Vani	1.3316	Sam	1342	1363 N
2	486 kg	0.7855	chicken		424	-333	839	0.2649	1.0176	Inan	0.1054	Fabrice	1305	975 N
1	1569 kg	1.33	fish	Fresno	788	391	1246	0.5727	-1.7241	Michael	0.5269	Vani	-1064	120 N
6	-262 kg	-0.0711	rat	Stockton	-26	958	2270	0.2842	-1.6643	Eriq	0.475	Michael	546	-115 N
8	1562 kg	0.7606	rabbit	Moreno Valley, Los Angeles	-543	1684	-783	1.252	0.8228	Reilly	1.6843	Eriq	402	23 N
8	1486 kg	1.699	rabbit	SANTA CLARITA, LOS ANGELES	559	1355	-473	0.4881	0.7878	rEILLY	0.493	Eriq	976	2356 N
6	262 kg	-0.5032	rat	Stockton	760	93	1939	0.7458	0.5938	Eriq	1.2103	Michael	1352	1028 N
4	-365 kg	1.2648	ferret	Riverside	186	315	-479	0.9715	-0.5019	Vani	0.3132	N/A	478	250 N
9	698 kg	1.5229	guinea pig	Fremont	487	1699	280	0.4927	-0.8022	Lise	1.6146	Andrew	-100	999 N
3	1050 kg	1.6154	pig	San Francisco, San Jose, Long Beach	738	1299	-1518	0.0751	0.0998	Andrew	1.0919	Michael	403	325 N
9	-193 kg	-0.8258	guinea pig	Fremont	886	1057	319	0.9641	0.3561	Chris	0.2849	Andrew	597	149 N
8	1067 kg	1.118	rabbit	Santa Clarita, Los Angeles	-216	1335	2365	0.5107	1.0214	Reilly	0.3394	Eriq	1877	968 N
8	697 kg	0.7605	rabbit	Los Angeles, Moreno Valley	596	1067	-801	-0.1927	0.3247	Reilly	-0.2436	Eriq	299	-18 N
4	-73 kg	0.0431	ferret	Riverside	-5	-1017	1705	-0.1923	-0.0011	Inan	1.1176	Sam	-1871	906 N
1	1462 kg	0.8947	fish	Fresno	1315	-153	2022	0.4138	1.1118	Michael	0.5627	Sam	2011	460 N
8	923 kg	2.8033	rabbit	Santa Clarita, Los Angeles	-250	1097	-1032	0.2454	1.691	Reilly	0.0173	Eriq	561	-276 N
4	NULL	1.335	ferret	Riverside	2519	1185	-554	1.0688	0.4173	Andrew	0.7923	Sam	486	669 N
0	381 kg	-0.3171	cat	Sacramento	144	1195	997	None	-0.5591	Fabrice	-0.186	Lise	33	1221 N
1	1115 kg	0.4818	fish	Fresno	1194	1464	1440	0.8856	0.7621	Michael	1.2214	Vani	-47	699 N
6	1168 kg	0.478	rat	Stockton	841	-434	1836	0.6192	-0.9215	Eriq	1.3455	Michael	1090	276 N
2	769 kg	0.4962	chicken	Bakersfield	1563	113	262	0.4993	0.9155	Chris	0.418	fABRICE	1376	-986 N
2	215 kg	0.6041	chicken	Bakersfield	469	1533	945	0.8035	-1.0729	Inan	0.4272	Fabrice	460	1176 N
3	994 kg	2.6227	pig	Long Beach, Irvine, San Francisco	729	773	83	0.1606	0.8964	Andrew	-1.1654	Inan	-151	748 N
6	546 kg	0.3995	rat	Stockton	51	1651	198	0.7678	1.0605	Sam	1.8993	Vani	2628	769 N
6	1000 kg	0.5073	rat	Stockton	114	329	-236	1.6767	1.0347	Reilly	-0.1484	Michael	1547	240 N
5	556 kg	0.8999	hamster	San Bernardino, Anaheim	1453	528	1869	0.5345	0.0231	Lise	-0.128	reilly	1742	387 N
6	103 kg	-0.603	rat	Stockton	516	1509	725	0.0642	2.0366	Sam	-0.7756	Michael	1840	448 N
8	664 kg	1.0394	rabbit	Moreno Valley	-402	728	553	0.1012	0.0558	Michael	0.3414	Eriq	-734	2084 N
3	149 kg	0.3597	pig	Anaheim, San Diego, Modesto	N/A	2526	1364	0.2279	0.9292	Andrew	0.1408	Chris	1538	586 N
9	1393 kg	1.0002	cat	Fremont	642	-10	-17	0.8738	1.3591	Tony	0.5748	Andrew	1253	799 N
4	922 kg	0.3881	ferret	Riverside	476	2568	973	0.5698	-1.0889	Vani	0.6187	Sam	549	671 N
7	302 kg	1.288	reptile	Santa Ana	390	499	593	0.6446	0.4052	Chris	0.1503	tony	-3	142 N
3	-65 kg	1.7643	pig	Moreno Valley	-64	2145	-664	1.3343	0.802	Andrew	-0.688	CHRIS	-1116	476 N
7	989 kg	1.3495	dog	Chula Vista	992	742	592	0.2379	-0.2773	Chris	0.6441	Tony	1673	770 N
8	793 kg	0.1456	rabbit	Moreno Valley, Santa Clarita	619	1746	-1083	1.4896	1.7433	Reilly	1.4308	Eriq	642	703 N
4	1015 kg	1.6448	ferret	Riverside	380	74	3167	-0.7494	1.6236	Vani	0.3604	Tony	-155	-238 N
6	-153 kg	0.3188	rat	Stockton	871	-1255	1425	0.4982	0.6601	Eriq	1.2237	Michael	497	357 N
2	689 kg	-0.5572	chicken	Bakersfield	831	1667	1312	2.2888	1.0621	Inan	-0.3589	Fabrice	1199	1008 N
6	434 kg	2.4998	hamster	Fremont	-227	1864	-213	-0.0633	1.2623	Sam	0.1761	Michael	803	937 N
9	391 kg	0.9755	bird	Fremont	598	1697	1242	1.0592	-2.1877	Tony	0.2806	Andrew	-1064	-798 N
9	692 kg	-0.0485	bird	Fremont	526	3232	-259	0.0443	-0.0318	Tony	1.1121	Andrew	1494	305 N
3	588 kg	-0.9535	pig	San Jose, San Francisco, Long Beach	844	352	684	0.7263	3.0092	Tony	-0.3773	Chris	-465	562 N
9	1061 kg	2.0436	bird	Fremont	n/a	2150	664	0.573	0.482	Tony	2.4235	Andrew	1921	303 N
8	555 kg	1.2891	rabbit	Santa Clarita, Los Angeles	-854	785	377	1.1548	2.2519	Reilly	-0.309	Eriq	1058	1058 N
2	920 kg	0.6424	chicken	Sacramento	366	-368	-1961	0.2062	-0.2449	Inan	-0.4592	Fabrice	-641	1020 N
0	-352 kg	1.6516	cat	Sacramento	18	664	664	-0.5298	-0.6484	Fabrice	0.6571	Reilly	2125	472 N
2	1502 kg	0.1018	chicken	Long Beach, Irvine	420	1215	887	0.4625	1.9816	Andrew	0.4304	Sam	-79	1569 N
2	1032 kg	0.6612	chicken	Bakersfield	822	496	-479	-0.6145	2.0734	Inan	0.1552	Fabrice	-282	-350 N
2	740 kg	1.2892	chicken	Bakersfield	944	1469	1279	0.6655	0.5161	Inan	0.2515	Fabrice	1331	1504 N
9	1378 kg	0.7257	bird	Fremont	274	275	932	-0.3534	0.6411	Tony	-0.1117	Michael	295	447 N
4	527 kg	1.5066	ferret	Riverside	256	467	-177	1.1104	0.917	Vani	-0.2497	Sam	-61	1903 N
2	798 kg	0.5434	chicken	Stockton	252	1171	1722	0.8025	0.182	Inan	-0.5913	Fabrice	-348	413 N
1	307 kg	1.7091	fish	Santa Ana	-1025	-158	192	0.4748	1.123	Michael	3.3161	Vani	48	1515 N
9	392 kg	1.0357	bird	Fremont	412	1078	859	0.5497	-0.0414	Tony	1.4035	Andrew	-325	n/a
0	NULL	1.0189	cat	Sacramento	427	1271	115	0.634	0.4302	Fabrice	0.0069	Lise	266	
8	650 kg	0.0484	rabbit	Irvine	642	1623	-595	0.7451	0.3799	Vani	1.3917	Eriq	-618	6 N
0	1028 kg	-0.0806	cat	Sacramento	-701	404	-339	0.742	0.0923	Fabrice	1.8183	Lise	239	855 N
4	301 kg	1.9962	ferret	Riverside	970	-719	1029	1.311	-0.1736	Vani	0.6453	Sam	472	979 N
0	573 kg	1.0376	cat	Sacramento	685	1479	612	0.7341	0.5673	Fabrice	-0.3043	Lise	-227	156 N
1	650 kg	0.6738	fish	Fresno	-284	1049	2245	0.6268	-0.4648	Michael	-0.0907	Vani	680	8 N
9	-12 kg	1.0123	guinea pig	Fremont	964	657	607	-0.0213	-1.4922	Tony	0.72	Andrew	1121	
0	1259 kg	-1.3434	cat	Sacramento	1034	998	-1051	-0.4534	0.2405	Fabrice	0.7487	Lise	-90	1447 N
6	n/a	1.324	rat	Stockton	804	-81	1208	1.3031	-1.1454	Eriq	-1.014	Michael	715	28 N
8	491 kg	1.4869	rabbit	Santa Clarita	12	1126	-964	0.4945	2.3736	Chris	1.6174	Eriq	2440	312 N
8	1255 kg	1.8256	rabbit	Moreno Valley, Los Angeles	174	1405	300	0.2435	-0.2567	Reilly	1.3716	Eriq	1112	1071 N
6	57 kg	1.4507	rat	Stockton	697	-289	515	1.5976	1.6317	Sam	0.1928	mICHAEL	780	370 N
5	517 kg	-0.5143	hamster	San Bernardino, Oakland, Modesto, Anaheim	869	555	245	0.7103	-1.0039	Lise	0.1878	Reilly	732	1834 N
4	710 kg	-0.5098	ferret	Riverside	238	-446	1141	0.7436	-0.1038	Vani	0.9767	Sam	66	1104 N
5	0 kg	0.453	HAMSTER	Modesto, San Bernardino, San Diego, Anaheim	221	99	1452	0.8168	-0.2178	Lise	0.9235	Reilly	-115	1423 N
7	518 kg	0.3018	reptile	Santa Ana	313	1336	-17	0.7832	1.6018	Chris	1.217	Tony	-57	273 N
3	1027 kg	1.6333	pig	San Jose, Irvine	600	2331	349	1.0207	-0.0877	Andrew	0.2304	Chris	-795	419 N
8	925 kg	1.3879	RABBIT	Santa Clarita, Moreno Valley	1152	1291	-303	1.2383	0.4351	Lise	0.9069	Eriq	-163	120 N
2	706 kg	1.1626	chicken	Bakersfield	1164	2649	1384	0.8439	1.3819	Inan	-0.8527	Fabrice	21	1163 N
1	1317 kg	1.2758	fish	Fresno	1555	2808	635	1.3088	0.1489	Michael	1.332	Vani	2103	1038 N
3	1419 kg	-0.9263	pig	Long Beach, Irvine	350	N/A	163	1.9131	0.4472	Andrew	0.3573	Chris	-84	-251 N
5	2210 kg	-1.1342	hamster	sAN bERNARDINO, sAN dIEGO, oAKLAND	-294	-979	1089	0.4711	1.8678	Lise	0.2385	Reilly	1702	-270 N
3	-970 kg	0.6455	pig	San Jose	916	787	1505	1.0167	-0.0741	Eriq	0.3653	Inan	92	-210 N
7	804 kg	-0.2865	dog	Chula Vista	344	-507	1688	1.35	0.5442	Chris	-0.1377	Tony	-757	1771 N
4	-56 kg	1.7652	ferret	Riverside	-74	552	297	0.1831	0.6711	Vani	-1.102	Sam	429	647 N
5	414 kg	1.3524	hamster	Oakland	531	1147	-335	0.5153	-0.3397	Lise	-0.2897	Reilly	1123	596 N
8	234 kg	1.1525	rabbit	Los Angeles, Santa Clarita	-523	502	-256	1.1082	2.4443	Reilly	1.4155	Eriq	-570	527 N
0	631 kg	0.4412	cat	Sacramento	586	972	-420	0.1014	0.0373	Fabrice	-0.3175	Lise	-657	717 N
6	1463 kg	0.676	rat	Stockton	512	-33	17	1.0883	1.4114	Sam	-0.2052	michael	1352	-1199 N
3	1616 kg	1.5071	pig	Long Beach	1144	532	1016	0.9804	0.1063	Andrew	-0.3426	Inan	-927	None
9	864 kg	1.3388	guinea pig	Fremont	1797	1751	1691	0.8478	0.7348	Tony	0.8309	Andrew	1989	-76 N
9	1962 kg	1.4724	guinea pig	Fremont	218	147	1390	-0.1408	0.7462	Fabrice	-0.3101	Andrew	1517	1367 N
7	1715 kg	-0.2502	dog	Santa Ana	-72	2086	1714	1.5771	0.7783	Michael	1.1997	Tony	-74	1920 N
8	889 kg	1.8736	rabbit	Los Angeles, Moreno Valley	1292	-671	1479	0.4299	0.8392	Reilly	0.4204	Eriq	50	-769 N
6	1216 kg	0.0172	rat	Stockton	-593	1331	-558	1.4774	0.5105	Eriq	1.0465	Michael	1241	448 N
5	1005 kg	0.4509	hamster	San Bernardino, Anaheim	382	504	-239	0.1394	-1.6577	Lise	-0.3917	Reilly	205	888 N
5	445 kg	2.2378	hamster	Modesto, Oakland	887	174	920	0.9363	0.1646	Lise	-0.6826	Reilly	1767	297 N
4	631 kg	1.0822	ferret	Riverside	171	2072	1632	0.4586	0.848	Vani	0.8529	Vani	222	416 N
6	210 kg	0.1548	rat	Stockton	499	3480	459	-0.3231	1.3572	Eriq	0.347	Michael	1755	402 N
9	1620 kg	1.4418	guinea pig	fREMONT	-258	-39	-263	0.5103	0.5501	Tony	0.3371	Andrew	-313	145 N
6	389 kg	0.718	rat	Riverside	-61	-1475	2540	0.4307	-0.3769	Sam	-0.3255	Lise	3731	-449 N
6	1136 kg	N/A	rat	Stockton	-154	1266	812	0.495	-0.3603	Eriq	0.8851	Michael	N/A	611 N
8	-116 kg	2.6911	rabbit	Moreno Valley, Santa Clarita	1058	-8	-509	0.7215	-0.0163	Reilly	1.1757	Michael	1290	929 N
4	237 kg	1.4584	ferret	Riverside	1392	-278	127	0.6066	-0.1386	Vani	-0.0842	Sam	1422	-358 N
4	-833 kg	-0.8075	ferret	Riverside	221	1765	49	1.586	-0.2507	Vani	1.5385	Sam	-516	-104 N
2	1039 kg	0.7265	chicken	San Diego	514	704	1953	1.1196	0.4312	Eriq	0.7857	fabrice	-680	-878 N
0	121 kg	0.7762	cat	Sacramento	-423	-432	-635	0.4526	1.536	Fabrice	1.9283	Lise	-698	1719 N
7	-12 kg	0.0237	reptile	Santa Ana	481	-1175	1169	1.3469	-1.4896	Chris	0.9561	Tony	1304	296 N
5	1287 kg	-1.2564	hamster	San Bernardino, Modesto	1150	-1225	164	-0.0024	-0.8225	Lise	0.0931	Reilly	1712	170 N
8	288 kg	0.5476	rabbit	Los Angeles, Moreno Valley	1088	546	1236	0.5507	-0.1407	rEILLY	-1.9561	Eriq	935	67 N
1	1731 kg	0.688	fish	Fresno	295	-849	253	1.1467	2.8851	Michael	-0.8136	Vani	-533	1693 N
5	642 kg	0.0713	hamster	Sacramento	-120	-66	-822	-0.2964	-2.2139	Lise	0.9101	rEILLY	608	1028 N
5	614 kg	-0.9273	hamster	Moreno Valley	-90	-920	1712	0.2056	0.0043	Lise	-0.233	Reilly	669	118 N
4	-76 kg	0.0245	ferret	Riverside	174	1141	158	1.4004	0.1413	Vani	0.6516	Sam	457	314 N
1	412 kg	1.3759	fish	Fresno	-178	-1121	-43	1.0586	-0.9728	Michael	0.6033	Vani	-461	-371 N
3	568 kg	-0.2505	pig	San Jose, San Francisco	-135	226	166	1.0866	1.3585	Andrew	0.0932	Chris	2008	629 N
6	1034 kg	1.8461	rat	sTOCKTON	-614	-809	1185	1.333	-0.1587	Eriq	0.3821	Michael	1300	1078 N
3	27 kg	0.5821	pig	Irvine, San Jose	737	925	702	1.2399	-0.0492	Andrew	0.5087	Chris	1180	481 N
1	457 kg	-0.8439	fish	Fresno	170	-2393	2474	0.4791	-0.4056	Michael	1.8549	Vani	-30	192 N
1	686 kg	0.9431	fish	Fresno	515	916	2885	0.2531	-0.2823	Michael	0.3656	Vani	824	-242 N
2	575 kg	1.5586	rabbit	Bakersfield	144	-759	1254	1.2192	0.3852	Inan	-0.0064	Fabrice	-828	710 N
1	918 kg	1.1312	fish	Fresno	-625	-176	1193	0.1805	2.8307	Chris	0.0485	Vani	1568	1197 N
8	466 kg	1.0515	rabbit	mORENO vALLEY, sANTA cLARITA	-300	147	616	0.1753	0.9245	rEILLY	1.102	Eriq	543	391 N
3	665 kg	-0.3564	Pig	San Francisco, Long Beach	157	-303	1243	1.3061	1.1008	Andrew	0.6673	Inan	147	1055 N
5	1216 kg	0.9371	hamster	San Bernardino	-732	147	-968	0.9892	0.5726	Lise	-0.2988	Reilly	2125	510 N
8	194 kg	0.355	rabbit	Santa Clarita, Los Angeles	488	248	-402	0.8602	0.2856	Reilly	1.2931	Michael	372	?
0	429 kg	1.2584	cat	Sacramento	294	-552	-1296	0.9396	-1.1065	Fabrice	1.6661	Lise	-1049	540 N
8	304 kg	1.7739	rabbit	Los Angeles	799	397	-416	1.4612	0.8784	Chris	-1.1786	Eriq	-816	316 N
9	493 kg	1.3677	bird	Fremont	972	2090	1542	0.8786	1.0959	Tony	0.8025	Andrew	690	833 N
6	283 kg	1.647	rat	Stockton	490	539	-141	0.9858	-0.7536	Sam	0.5345	Michael	2904	2439 N
0	2032 kg	0.7421	cat	Oakland, San Bernardino, Modesto, Anaheim	870	1629	1628	-0.827	1.8186	Andrew	0.6381	Lise	49	412 N
0	890 kg	0.9765	cat	Sacramento	967	1955	678	0.4869	-1.6144	Fabrice	1.5181	Lise	95	208 N
7	690 kg	-0.127	dog	santa ana	875	1532	3111	0.5129	0.5708	chris	0.7538	Tony	555	N/A
9	968 kg	0.697	bird	Fremont	-235	377	809	0.4914	-0.7144	Tony	0.6783	Andrew	2092	-252 N
4	-278 kg	-0.333	ferret	Riverside	395	-1304	1517	0.3884	-0.2607	Vani	0.5624	Sam	16	801 N
0	1127 kg	1.1236	cat	Sacramento	1069	965	N/A	0.2343	-0.4156	Chris	1.7569	Lise	22	1779 N
2	173 kg	n/a	chicken	Bakersfield	765	2706	213	0.7544	-0.9932	Inan	-0.598	Fabrice	1514	218 N
4	743 kg	0.8986	ferret	Riverside	990	2306	770	0.5862	-1.1193	Vani	0.1278	Sam	1192	202 N
9	1157 kg	1.1257	guinea pig	Fremont	NULL	426	1853	-0.1522	-0.9643	Tony	1.6581	Andrew	824	17 N
6	69 kg	-0.0515	rat	Stockton	-591	-353	1017	-0.1465	0.6717	Vani	-0.082	Sam	-917	1504 N
2	866 kg	-0.1167	chicken	Bakersfield	421	848	1030	1.6365	1.0249	Inan	-0.3222	Chris	135	-47 N
2	608 kg	0.9815	chicken	Bakersfield	250	12	727		0.3043	Inan	0.3286	Fabrice	1157	936 N
0	597 kg	0.636	cat	Sacramento	1362	395	-787	0.0688	-0.4193	Fabrice	1.6262	Lise	750	106 N
4	431 kg	?	ferret	Riverside	-300	637	-748	1.7508	-0.0815	Vani	0.0794	Sam	-643	-198 N
5	-882 kg	-0.4018	hamster	Sacramento	25	?	-787	0.5474	1.2819	Lise	1.9576	Fabrice	1700	927 N
7	220 kg	-2.0242	dog	Chula Vista	-989	1603	942	1.6505	-1.2707	Chris	1.8655	Andrew	-845	463 N
9	591 kg	1.3087	bird	Fremont	311	1584	23	-0.5599	0.4216	None	0.8985	Andrew	889	889 N
8	546 kg	2.3362	rabbit	Moreno Valley, Santa Clarita	-746	1291	535	0.8736		Michael	-0.0255	Eriq	310	1415 N
1	294 kg	2.0366	fish	Fresno	-325	806	-96	0.9846	-0.7974	Michael	-0.7031	Vani	1099	1271 N
3	851 kg	-0.8542	pig	San Jose, Irvine	-697	1665	-2272	0.9566	2.6401	Andrew	-1.0275	Inan	-268	764 N
4	-855 kg	0.4376	ferret	Riverside	359	1781	975	0.3341	0.3183	Vani	0.1934	Michael	966	965 N
5	1051 kg	2.2219	hamster	Anaheim	1623	-220	562	-0.8292	0.9159	Lise	0.0797	Reilly	1731	962 N
6	637 kg	0.0501	rat	Stockton	-83	108	1348	0.1193	-0.383	Sam	0.0319	Michael	2593	576 N
7	129 kg	0.1158	reptile	Santa Ana	508	-1651	1897	0.13	0.0084	Reilly	0.4153	Tony	191	531 N
6	581 kg	3.899	pig	Stockton	178	-235	2706	1.0454	0.1329	Sam	2.8522	Michael	-773	1824 N
1	990 kg	-0.1813	fish	Fresno	104	-91	1718	0.4304	-0.0145	Michael	1.4707	Vani	395	575 N
5	716 kg	0.5274	hamster	Oakland, Modesto, Anaheim	878	709	234	-0.53	0.7971	Lise	0.3844	Fabrice	326	1158 N
2	-365 kg	1.5365	chicken	Riverside	396	1047	3499	0.1877	1.2413	Inan	0.6726	Fabrice	1272	1184 N
2	741 kg	1.9582	chicken	Bakersfield	1221	-1022	428	0.2593	0.0627	sAM	0.5809	Fabrice	-1225	1316 N
8	972 kg	0.771	rabbit	Los Angeles, Santa Clarita	-178	768	967	0.392	-1.399	Reilly	0.5044	Inan	681	-147 N
8	529 kg	0.8976	rabbit	Los Angeles	603	-663	72	-0.6845	0.5741	Vani	-0.2444	N/A	-55	854 N
7	259 kg	1.4214	dog	Santa Ana	97	871	2856	0.7363	-0.7149	Michael	0.3705	Inan	-86	
